rank,xp,wallet_address,on_chain_missions_done,referral_level,referral_count,Sybil find (Ancestors),Sybil find (Social link),Sybil final
2608,23700,elys1md98r00s2w9ut45du803n27vftxlthv566x6rl,266,0,0,True User,Sybil,Sybil
46290,8900,elys1md6hrxkyt9qqnxusswlzzyt92pp9t5dnqknegp,100,0,0,True User,Sybil,Sybil
16670,14950,elys1md2rgv7l64lsxdfwymqj5zywlrwltq7jupejz2,157,2,0,True User,Sybil,Sybil
23160,13200,elys1md2hnaw95hd6xgk9c7tj03qfqsct6e9sp84l7f,158,0,0,True User,Sybil,Sybil
30155,11450,elys1mclf20vpd5a8u5gq5d2q0xmfzfmxgsfa2mj0ze,137,0,0,True User,Sybil,Sybil
76589,6750,elys1mcgdslhmvpwny2m4xpm42c6w2a2w9pn8hhec8g,99,0,0,True User,Sybil,Sybil
18990,14300,elys1mcaupvtdm4lzn5tqpr2vunlx9tz50c2gwva80x,170,0,0,True User,Sybil,Sybil
60094,7650,elys1mazqs8s9fajz0gy49gppcy5uux4ypx8xcwztsv,95,7,0,True User,Sybil,Sybil
23961,13000,elys1mayjlp95kfa5j55xft98j9wg6zyeyjx4a27264,134,16,0,Sybil,True user,Sybil
28995,11700,elys1mau24pf679dsp7emxdhw2zxm2pppegquk85uj8,120,7,0,True User,Sybil,Sybil
73558,6900,elys1marp8e83gwz6453nvvmdypauytpl6ac8lx9pqy,98,0,0,True User,Sybil,Sybil
5562,21200,elys1mand4zehxt0q8r4ejqw6prn39xmpc52fzj9y4e,248,0,0,True User,Sybil,Sybil
26236,12400,elys1ma3q0yvslutn78zdp9hn6e4yunmyrwhd3tfznm,128,7,0,True User,Sybil,Sybil
5243,21450,elys1ma2jyaynyat0pev7cq5rc69frl8j00hfcxd6x5,253,1,0,True User,Sybil,Sybil
4938,21700,elys1m9mqs8py7egpcs2du2wgy0y3hrgqd2d0dwvv4r,254,1,0,True User,Sybil,Sybil
28786,11750,elys1m9gtzrcrptl5pmpc993nf350f8tf5zpwanpz4x,119,7,0,True User,Sybil,Sybil
35892,10500,elys1m97l3wf9s9knwjrha7cka7d4z7wat3a2djg4tl,106,7,0,True User,Sybil,Sybil
1462,24650,elys1m96f2g922u875ytwusypr532r77ev05ezr8muy,270,13,0,Sybil,True user,Sybil
1566,24500,elys1m94nmlj73ukewzvdjz8wvae942ucs7p000kxgs,276,0,0,True User,Sybil,Sybil
4493,22050,elys1m8xcjhuyket4tvnlvr3vrhq2uez9u80mqtugx6,255,0,0,True User,Sybil,Sybil
4547,22000,elys1m8whxl5jlu3dgsfjuxm4hkfm8cd77yt6jm5558,254,1,0,True User,Sybil,Sybil
5764,21050,elys1m840k0q36nyshqjwnvzrcpdq998yy2eze5a9e3,245,0,0,True User,Sybil,Sybil
5810,21000,elys1m83xd2dejcnls8fkxnjlj75kul7akzmm0g66sn,248,1,0,True User,Sybil,Sybil
2397,23850,elys1m7r7r0sevzmj8skxczc5r3qul5znnyja77ck7e,267,0,0,True User,Sybil,Sybil
2537,23750,elys1m70yy4328n868eek3fcuy96fgthcky6a4j9jvt,265,0,0,True User,Sybil,Sybil
5371,21350,elys1m6emleu5krt46ngknymwsneflgcjnmylkx6wcw,247,0,0,True User,Sybil,Sybil
4819,21800,elys1m5rxag83u094ha9cj2gdwz5vwjfp3fzq23j452,254,0,0,True User,Sybil,Sybil
79677,6600,elys1m5jw6q9ze4h86wch5dt8n49scg20cj6l63qegw,98,0,0,True User,Sybil,Sybil
15511,15350,elys1m5h7zdcqze6k23q6hdfe4hh9rgynskpu7tjdm3,163,3,0,True User,Sybil,Sybil
4762,21850,elys1m5f5v522jd3ez22gmuy39rvqgctl2aqqfms7v8,251,0,0,True User,Sybil,Sybil
29492,11600,elys1m56txv9qqh54jlx5gz2vg7wmtmlfszaus9rpyh,118,7,0,True User,Sybil,Sybil
37147,10300,elys1m55x7mymakfpav0p6wxuu54pnrgcas02y3e08f,98,1,0,True User,Sybil,Sybil
3809,22650,elys1m462ltky7na7qdh0yjvrt0klrzaau823mevvv9,251,0,0,True User,Sybil,Sybil
1307,24850,elys1m44tkrqcpckfmeszh37gfmvwp9k5rhmj9kj7y5,279,0,0,True User,Sybil,Sybil
1929,24150,elys1m44fgf6hhwwl3jyl7f43s8c4cey9ystdyptxmq,273,1,0,True User,Sybil,Sybil
6343,20600,elys1m424fvkly8r8pfsz3jpead0v9g20jnd8huadnx,240,0,0,True User,Sybil,Sybil
36649,10350,elys1m3zu8nr2g347q765tqsz2hqk5kgxgehw8kdkkc,101,4,0,True User,Sybil,Sybil
60100,7650,elys1m3cqnsf84m8y6ez4veh9tqrtpe9ffk7v5zm2r0,95,8,0,True User,Sybil,Sybil
2088,24050,elys1m35tzfw5xj426u5lc8m38swuzr4cgvsmv6ylzg,271,1,0,True User,Sybil,Sybil
2466,23800,elys1m2s2hq4gx6hpmpp7qvhcfg32n5q9nd7fd0jwmg,266,0,0,True User,Sybil,Sybil
77508,6700,elys1m2nf43w0zwcqdtyzxvhm7vyjjgtuffq6rzznf3,102,0,0,True User,Sybil,Sybil
36564,10400,elys1m2hza2ygljzz6zz3vhklfzv2a0vfnklam9p9qj,112,1,0,True User,Sybil,Sybil
5653,21150,elys1m2d3lm080nm68k0v4x29u7a0s2hyj90gp0rpx8,231,0,0,True User,Sybil,Sybil
29460,11600,elys1m293fq8j4v4qnjr49aax4jvhvpyznpqlt2ajp5,118,14,0,Sybil,Sybil,Sybil
16906,14900,elys1m24mrls9vmgxzx7av28xwlazuqajagxmc4rpua,154,0,0,True User,Sybil,Sybil
1945,24150,elys1m0ksr6ps89j7l709yahxj25uy85qvcfwlsszdu,271,1,0,True User,Sybil,Sybil
12905,16400,elys1m0cu7qpaghqxkg6k3sqmqlwrh90clau7s7jxc6,174,0,0,True User,Sybil,Sybil
57829,7850,elys1m05ndm04mncrq2fcdryjvqvrzwqkww0a4m2jpu,115,0,0,True User,Sybil,Sybil
17060,14850,elys1lzzf9cc9p0xlvffz8kt8nrye4yzjd2pz0g90q3,177,0,0,True User,Sybil,Sybil
5649,21150,elys1lzydcz8gcjcwyzhfzt40xrzze8hrwerlshtvs6,231,0,0,True User,Sybil,Sybil
84509,6350,elys1lzmsmyj3r5jq00chlqazhgxs730ua0ppq2qfey,97,0,0,True User,Sybil,Sybil
22615,13350,elys1lzj9x2jtmn4el864365y0s0gtqfdzyk004vv78,135,2,0,True User,Sybil,Sybil
79659,6600,elys1lzcmyzsg6tghcttw5sgqszzty6huc0hvn2k38z,96,0,0,True User,Sybil,Sybil
25670,12550,elys1lz9k5mr494tqur00fgh05je4ep73953u344ua0,149,1,0,True User,Sybil,Sybil
40626,9700,elys1lz3a2gkre0n58ympz3zs0zzndaqq386x4aeuf2,98,2,0,True User,Sybil,Sybil
2301,23900,elys1lz375yxw597yznhyg62u7w63qmuk852lv6z3ne,268,1,0,True User,Sybil,Sybil
35867,10500,elys1lz0rj73w2svp365jtusvvlrlm59a0tufe2944d,128,2,0,True User,Sybil,Sybil
23461,13100,elys1lz0le4u5s85zdfhv6t7pcgajcryqkmupmwgzze,134,3,0,True User,Sybil,Sybil
2853,23500,elys1lyh6s3urekh592pyx6xzz4tfqmy2qvwzye4kzn,266,1,0,True User,Sybil,Sybil
33043,10950,elys1lye9rwcawmlk8vtzgaljk2946vhxdyvuku4uxa,113,7,0,True User,Sybil,Sybil
68615,7150,elys1lya29yn62zpy2tpr769lghxrgg9y4y7zrhj3xc,105,0,0,True User,Sybil,Sybil
32243,11050,elys1ly8pmelm0p3p8exlvc0u6f5znwwu5rsjmte5a2,119,2,0,True User,Sybil,Sybil
63873,7450,elys1ly87f25jz46d7fqyrcf2h348tlhvw3nq9d9cd6,107,0,0,True User,Sybil,Sybil
61824,7600,elys1lxl5eg55sgflup3wtxn4lewh6e8c5u5zqhhgjd,112,0,0,True User,Sybil,Sybil
61820,7600,elys1lx2e88s3nwjlemfmt9c6jzsc0ydxd6884lu4k8,110,0,0,True User,Sybil,Sybil
55900,7950,elys1lwkafeqgsq2e7gluds68glv3j2spf0vn5ylm6k,101,2,0,True User,Sybil,Sybil
18648,14400,elys1lwk2w7xpkh5z7ksh8uq5lejz877gs932t860ng,172,0,0,True User,Sybil,Sybil
5115,21550,elys1lwgfphq6jxtyaclnm89etqy35nacpf2g9pd66h,251,1,0,True User,Sybil,Sybil
40792,9700,elys1lvvmxdd478a7fkaazm6qwrz4332agw3y78ue6y,98,17,0,Sybil,True user,Sybil
79673,6600,elys1lvjyhm76fn2dzzrszjxgug3zel2dh9dpf56mxk,100,0,0,True User,Sybil,Sybil
5502,21250,elys1lv9lum9wsjst0turr6l72ef3tyuma4mtjyw7ge,251,0,0,True User,Sybil,Sybil
24730,12800,elys1lulefrdrqs3uh3wwzlj9qkyrhc22dkwewvdu5g,154,0,0,True User,Sybil,Sybil
28081,11900,elys1luhf3sp8a0mh7gt84xhk4dqmzhqvykvqt74dv0,120,10,0,Sybil,Sybil,Sybil
33036,10950,elys1lu0w3es7y6d8u0zc6hv848l0ltg8v0h2xs4w7v,109,7,0,True User,Sybil,Sybil
5131,21550,elys1ltt0e98c6qy4ugtz203ge3q7ap5klvy220ger3,249,0,0,True User,Sybil,Sybil
5807,21000,elys1ltj6q7wtlud995mvkw5s5z5lxvgux9428qrx2n,246,1,0,True User,Sybil,Sybil
73563,6900,elys1lt9e2lwmr3ygtkmsjceyqj8v6mrcm3t6anlths,104,0,0,True User,Sybil,Sybil
31623,11150,elys1lt700katfdwg54y26lcjgzl5kjw8rhukaxzfks,111,1,0,True User,Sybil,Sybil
16860,14900,elys1lsygqtwteaa9fuu7e4nsrv46cl8awf0rxkt4ns,156,2,0,True User,Sybil,Sybil
29216,11650,elys1lsm7slclxkdxg7ldwdd66svmk48gvpzs00sp46,137,0,0,True User,Sybil,Sybil
4765,21850,elys1lskjuqjv2e70tj7swa3s6uxkllden3ulrvsjr6,241,0,0,True User,Sybil,Sybil
2229,23950,elys1lsf4vffq9ek5wnmc98cww8h2xe4x7y62re38cx,271,1,0,True User,Sybil,Sybil
6883,20150,elys1lry744gj87kqu6xrpyyp4tvghd2nreqvzcgela,235,1,0,True User,Sybil,Sybil
24364,12900,elys1lruse32dphzslgz527ek35huwvs95l9tkajugl,154,0,0,True User,Sybil,Sybil
56580,7950,elys1lrr4v623fq87u5evsqljs7lhj2n08hra69mndq,113,0,0,True User,Sybil,Sybil
5812,21000,elys1lr8n9sw0gujj4tnp7qv653utllavx93trlm3sc,246,1,0,True User,Sybil,Sybil
3106,23300,elys1lqv80jqn9sgz9kajk59swy57dtlhf8rsxpq8cd,260,0,0,True User,Sybil,Sybil
8883,18650,elys1lqu3qyy8g3zdzfkf07w0h3nnktrnf32asx9kzd,199,2,0,True User,Sybil,Sybil
27541,12050,elys1lqqt2939fxueun9c4kvzfhpe7xg923758323rv,125,7,0,True User,Sybil,Sybil
29739,11550,elys1lqj6s4fwl76gdwyp5nd3x5fqvsnd0egwxuppus,117,7,0,True User,Sybil,Sybil
28438,11800,elys1lq4dxa53k2t672xssn7k2fgvttknpma8s0t0wf,118,1,0,True User,Sybil,Sybil
2233,23950,elys1lpxtvud6khvx2gz2wndqh2dfawc8z4sxqdnhpk,275,1,0,True User,Sybil,Sybil
29869,11500,elys1lpxe0rujys67syakd54m6u2f9pw0jncwvcp3da,113,26,0,Sybil,True user,Sybil
40331,9750,elys1lpwfc73j062khz5f5yhuem0k45p3qpwkels27h,97,2,0,True User,Sybil,Sybil
5194,21500,elys1lprpk5qenpvxmryx0cdxmcfkc0qwyt3jesdd0t,250,0,0,True User,Sybil,Sybil
23549,13100,elys1lpn009g2wrn07wypxs3ema296sj2tacasu2665,156,0,0,True User,Sybil,Sybil
2922,23450,elys1lp06596f4see5j50wwgmuzz0w57av6zzsq8s9s,265,0,0,True User,Sybil,Sybil
14375,15800,elys1lnyy34kwwzckwy28dkld0tm8vg32w8pw5su7vn,166,1,0,True User,Sybil,Sybil
4272,22250,elys1lntarln463gae5wmh4sg8sfvyq0n7uct6rjrsr,255,0,0,True User,Sybil,Sybil
5378,21350,elys1lnn62ew8838ycfhwfq7pmwely4syzddwukax8u,249,0,0,True User,Sybil,Sybil
39765,9850,elys1lmjane65lkq35p3gnm49fe7fdm8t7adurhsfga,97,2,0,True User,Sybil,Sybil
36164,10450,elys1lmf0ylp5m92drj9tpjtwausjddqy9v9vdc4gvf,121,0,0,True User,Sybil,Sybil
69669,7100,elys1lm4dkzqz67z6p6x9x4ddqfnt5hp0pjn5u7hqke,104,0,0,True User,Sybil,Sybil
45219,9000,elys1lm25s78k6jpfq6kgg4lmd7hfukcyyrvxy9na60,114,1,0,True User,Sybil,Sybil
23179,13200,elys1lluwqa4pu5zm3r3vrjsvpvdqfkjjvqsxsrydmu,138,24,0,Sybil,True user,Sybil
41972,9500,elys1llpnjmaap9yzg50zd2xu76smmpn9vcvt84ah2t,110,0,0,True User,Sybil,Sybil
4578,22000,elys1ll2k7na0hrcyvcwxsgxeurjpakf6ajhrdvq2pa,239,13,0,Sybil,True user,Sybil
4954,21700,elys1lkyqg0sa22fnjcqsamp9g98t300he36s7psvnp,252,0,0,True User,Sybil,Sybil
2523,23750,elys1lkst5p2l5cw955670wvqa2pcwmluhuapa0qny6,267,1,0,True User,Sybil,Sybil
3112,23300,elys1lks40v8hxu6zgz8wxdqvrkl4v3yw9386a2ejrg,257,13,0,Sybil,True user,Sybil
27722,12000,elys1lkp28myvhu889zefd0krj0nmmdqrhn08m8gkjk,144,0,0,True User,Sybil,Sybil
26789,12250,elys1lkarlnrpmf3rrgf9z5fzd07g8scrcqadqtcqxl,125,7,0,True User,Sybil,Sybil
3082,23300,elys1lk4w0c5er008r03e87upnzq6rwzmeaxwkj7ufx,264,1,0,True User,Sybil,Sybil
2030,24100,elys1ljf733z9t6fcfcmdhljhw83sgzd882hrerevrr,270,0,0,True User,Sybil,Sybil
28525,11800,elys1ljd92uphwt2tvw37acj6k2ksyxtlyyckup9n7p,120,1,0,True User,Sybil,Sybil
5376,21350,elys1ljc2ftuxs5pcum2ktwt3eka3rk3qfsxrgqgm8p,249,0,0,True User,Sybil,Sybil
29923,11500,elys1lhf5aplxwwy9yxh9ga6d7nu2j9jqs4t6wa3vf3,114,1,0,True User,Sybil,Sybil
24576,12850,elys1lhchu9g3wqfyfymcdt8ynp3tqkps8698ymml23,153,0,0,True User,Sybil,Sybil
29464,11600,elys1lhcgxk7sp3wj9hpudxeee5qaq7xer0m45cprrp,140,0,0,True User,Sybil,Sybil
36858,10350,elys1lh70gqskdvajxxcv6jrf4rrax20wu4e3c7drx9,121,0,0,True User,Sybil,Sybil
12726,16500,elys1lgnhdgsp9huxwyx69z6rwfg7n2h6cryhpaxc94,178,3,0,True User,Sybil,Sybil
4890,21750,elys1lg2r56wcxazd4hlj6perzm6tlyhwrtj9v4z8tf,245,0,0,True User,Sybil,Sybil
34896,10650,elys1lfqkecfdyrqdyf3r63vk7j5ugptv64xamu3aae,99,3,0,True User,Sybil,Sybil
26146,12400,elys1lfm8zk2gsg7m44sfv9a7l5zd5xdccp5tgf8szg,121,17,0,Sybil,True user,Sybil
20689,13850,elys1lflx7vwtcark8ut3gwj9lnkw60yhd9t5j2gahy,165,0,0,True User,Sybil,Sybil
5002,21650,elys1lecvg9phway47fg9uyfnwe8qr08rtslrw03rjd,251,1,0,True User,Sybil,Sybil
24183,12950,elys1leccs0r8pq94ead9szpxrxm6mu7xyx2m6nwasy,135,15,0,Sybil,True user,Sybil
30971,11300,elys1le9gwwcfk3fmagcq6d8zmmkfd43w9czttesnqv,132,0,0,True User,Sybil,Sybil
4820,21800,elys1le98zk79ze4d7635dyegzacppw6u00etvychwr,252,0,0,True User,Sybil,Sybil
32707,11000,elys1le5wkv8l8luxw32659d6rja4yshaytrkgmvlzt,130,0,0,True User,Sybil,Sybil
2865,23500,elys1le2xmfhvlhtyxtavyj0nncjnwcknxtp4ynfx3p,266,0,0,True User,Sybil,Sybil
72772,6950,elys1ldmruc2mqya5dhqexg4kp20c6l5uadxzj6st35,103,0,0,True User,Sybil,Sybil
4484,22050,elys1ld787vu8uduvrq8spza5uu7838r3n8scsgyfy5,255,1,0,True User,Sybil,Sybil
72750,6950,elys1lc5c3t3xq2ara3gxc0469edt97vzjy7z0dxqj9,101,0,0,True User,Sybil,Sybil
22245,13450,elys1laxwhe3n80mwk772e3lznayn68ckxgv0wlnkyk,161,0,0,True User,Sybil,Sybil
4163,22350,elys1lapr0rgt23kke6dvllq7jxvuq4u03ee2wkwmrs,255,0,0,True User,Sybil,Sybil
26530,12300,elys1lapp2gmytvgunxurnv53mjkvmyqxw6ma08sjv2,136,0,0,True User,Sybil,Sybil
25772,12500,elys1lap6lgg3j24g5kq6tzmqdxtrn9zzp3ec2uwc47,126,1,0,True User,Sybil,Sybil
22808,13300,elys1lak50xluv7dazgx77xtqq7pq6na8nw8d8q9a2f,158,0,0,True User,Sybil,Sybil
2684,23650,elys1lajf4nrjdp460kvmd5pgwvjpf4utrpq5krj0ug,265,0,0,True User,Sybil,Sybil
2383,23850,elys1lahxxzryjucejdgxs39ul997re5p7ta7ygvave,269,1,0,True User,Sybil,Sybil
27932,11950,elys1la0pdvajmrmgt2632gddne7cfd33wj0td9g6r4,123,7,0,True User,Sybil,Sybil
17992,14550,elys1l9uylk4hh4xn2s94t36tcs27jv5a4lczplr9rn,153,2,0,True User,Sybil,Sybil
1953,24150,elys1l97c6gxwhjxzv3a0hkqsqxm0q6d6leczqrnln9,271,0,0,True User,Sybil,Sybil
6284,20650,elys1l93hgjsyfw0jj500k0mj268f8ez67yptcsevvj,225,0,0,True User,Sybil,Sybil
27538,12050,elys1l8zyy3rd3hujl4jr3k3nzk6fdd0q55hguppl84,123,7,0,True User,Sybil,Sybil
21460,13650,elys1l8veq5era2fun9zk6c4qrry8r93g46zk50285s,165,0,0,True User,Sybil,Sybil
3199,23200,elys1l8p73387dtvx84w3uxvfnqyjf3up0sl70gzcpk,264,1,0,True User,Sybil,Sybil
24332,12900,elys1l8enq4lrph87e3t9z405qmctgnx7msnvgrtm75,129,11,0,Sybil,True user,Sybil
55716,8000,elys1l7rfzaz4g6uh3y0x3akx6t7qdq4lh3mwaydzyy,116,0,0,True User,Sybil,Sybil
5185,21500,elys1l7am0kfwlrrhalz2ufg55tsm0fvqlkuzer48ad,252,1,0,True User,Sybil,Sybil
29970,11500,elys1l7a28h57a3ucpqfyle9zpk3ayu9nyum4xqfq97,116,7,0,True User,Sybil,Sybil
2022,24100,elys1l79njkq8txj35l66399kt7auhhcetr52rl8ld7,270,0,0,True User,Sybil,Sybil
27539,12050,elys1l759y8x2n5aj9u8jn3skmg8lyc5kkqz9mkek20,123,7,0,True User,Sybil,Sybil
33381,10900,elys1l6yj4xcw3ccjuecdaja0vjjr9yq84z5hxty7px,132,0,0,True User,Sybil,Sybil
32126,11100,elys1l6t7knq6r9wy92p9vcq4ra4p6jk785v6gwjtnv,132,0,0,True User,Sybil,Sybil
33380,10900,elys1l6quc9vma056l9s9ygyp3lzrmhvasu7cx64yhc,112,17,0,Sybil,Sybil,Sybil
1875,24200,elys1l6nm46p23d57f2w3c48s9guy3unexj2f2qeeq7,272,1,0,True User,Sybil,Sybil
4153,22350,elys1l6knh2ttjsy6deu65s04vl7uqm25mjn74djraa,257,1,0,True User,Sybil,Sybil
26765,12250,elys1l60l867kygrurvzvx0c8ypmflfl9xlgwq4uras,145,0,0,True User,Sybil,Sybil
48639,8600,elys1l5x5x5pngqsmfmd8n64pvxrfasrj4egca8x0cn,104,8,0,True User,Sybil,Sybil
2107,24050,elys1l5q0svcetsnverl3tnsrujypweptpdvua0cpmg,269,0,0,True User,Sybil,Sybil
2378,23850,elys1l4hte4tm263hgkz4vt8q6rh2u33xurs2etf8hm,269,1,0,True User,Sybil,Sybil
37545,10200,elys1l43rlpr5nn4qtlxfgxcpvsc3f2wtwr9rxtdfzc,100,0,0,True User,Sybil,Sybil
43436,9250,elys1l43lqnng4lvwd82zfmnev39tkmtzknkvur20cs,111,5,0,True User,Sybil,Sybil
17874,14600,elys1l3zynv37rsqwrjssgxj38tdu8kyahcghzfm7q8,176,0,0,True User,Sybil,Sybil
24738,12800,elys1l3tzyy3w7z7sfw70e6ndydgactq6yyyxn4urfl,152,0,0,True User,Sybil,Sybil
46689,8850,elys1l3qy9nj6mvcdumncddnwn2hy7mr6fwqtjmz6pz,107,2,0,True User,Sybil,Sybil
45309,9000,elys1l3qucljstn7gyf347v6gs52zs7jcdfx7tksj7g,108,0,0,True User,Sybil,Sybil
30842,11300,elys1l3er2jr4sn0ml60c892jhd459qms83yxjh0lel,112,1,0,True User,Sybil,Sybil
24917,12750,elys1l38h0aw8y24fsy8z8casyl6ztnc6ghmv2j5km7,153,0,0,True User,Sybil,Sybil
52693,8200,elys1l3655ymtq73lsav34zafa2ml5safh7xyfj9qxg,104,2,0,True User,Sybil,Sybil
13647,16100,elys1l33p9krxvcahvwa9an7mlcjjuwxjjntfdtqtpe,170,0,0,True User,Sybil,Sybil
32549,11000,elys1l2mz6jq3cq3v80xazyvq2tmz6savu8z2r2ltgt,108,2,0,True User,Sybil,Sybil
16089,15150,elys1l2ltajc5y2hs4u6f2h2932c3nf3af3lnfycgk2,163,2,0,True User,Sybil,Sybil
4757,21850,elys1l2cf329h2a4p9ks6at83s6hlmum3k40khcw9e9,251,0,0,True User,Sybil,Sybil
4563,22000,elys1l25crl7k0ew9de4fyq8emjketeresd4eqrgy95,252,0,0,True User,Sybil,Sybil
18427,14450,elys1l0z8mnssjnk5gn8f638urmm9cuq5u7hu6ew4k6,173,0,0,True User,Sybil,Sybil
64691,7400,elys1l0vqrym2fwm4mt036g4smyjxfgl32a8ql2qxnp,110,0,0,True User,Sybil,Sybil
32741,11000,elys1l0s6wtzy9g5mz34ds7wdf7x5ryspxqs5l6gzz4,108,1,0,True User,Sybil,Sybil
20826,13800,elys1l0nvxxuwc8tz0uqw4e7tzedmewpq5nmyjyx828,130,3,0,True User,Sybil,Sybil
49408,8550,elys1l0mrfdseunmt97cvqwfedqfhd8arc5qnurfnwj,95,0,0,True User,Sybil,Sybil
5065,21600,elys1l0fs39q32e3exh8wv05yvsfyz7xqhusc69rkh8,250,0,0,True User,Sybil,Sybil
56768,7900,elys1l00vzkjwwlky85q3z6d4a3stw6jrz9szju63gq,98,4,0,True User,Sybil,Sybil
1863,24200,elys1l002kfyd8v2dzzagpxrup3y8ah0cu4h94hcne7,272,1,0,True User,Sybil,Sybil
9744,18100,elys1kzxmvry33a3l6et2tqmr572cu4mmc362rcr0dh,194,0,0,True User,Sybil,Sybil
33989,10800,elys1kz8y3g0zrlyanqz99z7veqd5pfgl5ffvd8h3lq,112,17,0,Sybil,True user,Sybil
26371,12350,elys1kz3myemu3lms5ecrg0heaz9tydfvyduu05s8l6,143,0,0,True User,Sybil,Sybil
24564,12850,elys1kyhgvm2zkd29v09xk8rrqtp2yaatafwx8u8mq2,153,0,0,True User,Sybil,Sybil
29742,11550,elys1kygcns9gyccw00y5pv2x6ykj34mjsepyumlff5,117,7,0,True User,Sybil,Sybil
20813,13800,elys1kyf8txppdmvnq4ja7d3cj2k5jrcygjy6549vcw,166,0,0,True User,Sybil,Sybil
72769,6950,elys1ky7ssw5d4ug8h5cl7k9ggppuhy8jxkqnqds70j,103,0,0,True User,Sybil,Sybil
5655,21150,elys1kxqwwzazya9d5haj5vvu384emfrd244f2g62wm,231,0,0,True User,Sybil,Sybil
5784,21050,elys1kxhhc9kcw0v4kpvqgj52rpse794p8f2u6ssvag,229,0,0,True User,Sybil,Sybil
16897,14900,elys1kxg48drcsz47jla2gmn9mv7zy9247zte0t22t5,178,0,0,True User,Sybil,Sybil
33402,10900,elys1kx42wchkquql26nsf998y97u0h6pxwr2wqj7xd,110,7,0,True User,Sybil,Sybil
24012,12950,elys1kw4t8stfpdhkhkjnzyluyttve2cg8cj7vpsrrj,163,0,0,True User,Sybil,Sybil
29231,11650,elys1kvvpktn0036nw7cghe9hvw6uughc9w67cwwmje,139,0,0,True User,Sybil,Sybil
31818,11150,elys1kvnjhvh93zt5pcghdy5gd5qq2lecg2duxp3uwf,129,0,0,True User,Sybil,Sybil
2997,23400,elys1kvk92hhfn02prcmr5dn97p43csf6ft7yq80udn,262,0,0,True User,Sybil,Sybil
2479,23800,elys1kvfrzv7qvjp923cl25ev7xfvfyjl0yack43hgq,266,0,0,True User,Sybil,Sybil
29475,11600,elys1kuq6kmv4e9znv9dlex8fznd7t29kr7jqwdn0gj,120,17,0,Sybil,True user,Sybil
25325,12650,elys1ku3urmx2dktxgjdddu73ruexy0za947es5ysv9,131,7,0,True User,Sybil,Sybil
1882,24200,elys1ku2cam034sqtff5r9p28mfrwgmvgxxtu4fw9wq,272,1,0,True User,Sybil,Sybil
63157,7500,elys1ktyn0deeng6m32jneugl36980mvx02ldg2jwu2,108,0,0,True User,Sybil,Sybil
38965,10000,elys1ktq6lqu8wj2hzy3reacwp5msu6mjs3mdjpe3ct,102,2,0,True User,Sybil,Sybil
31522,11200,elys1kthp57jlp05nnq69d0mqfhjr5nqfyn2g89efez,118,7,0,True User,Sybil,Sybil
31630,11150,elys1kt75hzfqz3df5zzpp6qa77a4r56h4qses9hqsv,109,0,0,True User,Sybil,Sybil
27534,12050,elys1ksxw8c6uvgza57sprphnym30gzx689vwrh5639,123,7,0,True User,Sybil,Sybil
29973,11500,elys1kskptkhvfx0fpvsesqkefr6vx8ludqcpmul886,114,1,0,True User,Sybil,Sybil
22238,13450,elys1ks0uucfth5qvjr9ee0czyf9279vv00597tjs0n,161,0,0,True User,Sybil,Sybil
6346,20600,elys1ks0k78cnv4skple8z79xrrdszewr7uc40h4tp8,240,0,0,True User,Sybil,Sybil
2147,24000,elys1krwdlmaqpgt58emjp09q4anzceqk4804up54sj,272,1,0,True User,Sybil,Sybil
4224,22300,elys1krrz74pfc2mg80sec3nlz0z8yyzs2feumuz98r,246,0,0,True User,Sybil,Sybil
4952,21700,elys1krlt9hz93uneffs6sqzaltlc4xchn9zmzm0apl,252,0,0,True User,Sybil,Sybil
35369,10550,elys1krj26hvwusnvw9ejfkdhhtrpfmm6p08d049rye,105,1,0,True User,Sybil,Sybil
32142,11100,elys1kra4v0qe9xu4r50yuqv9c8h2mr6fvyu79qxsk3,112,17,0,Sybil,True user,Sybil
39760,9850,elys1kr2dg7w37g538g2ujgnxr489ukpdyz6gu5rmqy,99,2,0,True User,Sybil,Sybil
55954,7950,elys1kqyvl77l9gu0mchel0kh9khnzd9jua6lma6mpa,97,0,0,True User,Sybil,Sybil
2153,24000,elys1kqr8altmk2uy79uwp7ddjmcjppla2dr8dg8x09,272,1,0,True User,Sybil,Sybil
38903,10050,elys1kqntsyk2e0d2vq80257xe8uum2vwvyclux3vse,107,1,0,True User,Sybil,Sybil
6372,20600,elys1kqnf5w2cc96l4vm57s2c2zgk0wcu0c4jv7dlgj,224,0,0,True User,Sybil,Sybil
5504,21250,elys1kq7nnz47efazyhaz4qx3k8cr0jp4xkkne6g5l7,247,0,0,True User,Sybil,Sybil
11300,17200,elys1kq6flpq4xxh477q55qlpx65ghvtech260sesrz,214,2,0,True User,Sybil,Sybil
31105,11250,elys1kq5pv4sqa2p5m643hqry99m978tc6u0dqt4a5y,113,1,0,True User,Sybil,Sybil
55896,7950,elys1kq5frkl9g8qsxnywsdvtw7ej7t7mm2e57tapyn,105,0,0,True User,Sybil,Sybil
3756,22700,elys1kq06j56rn8hnwxgsz39827epyj2lv7kf5w3d5h,258,0,0,True User,Sybil,Sybil
19563,14150,elys1kpy245wculuxkydfcgchjhpmrzyq2euwjv3tqf,171,0,0,True User,Sybil,Sybil
